category,label
Countries and country groupings/Europe,Netherlands
Culture/Art,Avant-garde art
Science/Natural sciences,Animal genetics
Countries and country groupings/Economic groupings,Newly industrializing countries
"Politics, law and economics/International relations",Etiquette
Culture/Religion,Religious behaviour
Social and human sciences/Population,Ageing population
"Science/Pollution, disasters and safety",Floods
Education/Educational sciences and environment,Education
Countries and country groupings/Africa,Central African Republic
Information and communication/Information management,Information/library statistics
Information and communication/Documentary information systems,Data centres
"Politics, law and economics/Legal systems",International instruments
Education/Technical and vocational study subjects,Medical education
Science/Medical sciences,Environmental health
Culture/Cultural policy and planning,Preservation of monuments
Information and communication/Information sciences,ISBN
Education/Educational administration,Educational supervision
Education/Educational systems and levels,University extension
"Politics, law and economics/Equipment and facilities",Spectrometers
Culture/Cultural policy and planning,Restoration of paintings
"Politics, law and economics/Human rights",Freedom of movement
Science/Biology,Phytochemistry
Social and human sciences/Social systems,Social norms
"Politics, law and economics/Economics",Remittances
Culture/Performing arts,National theatre
Education/Basic and general study subjects,Second language instruction
Social and human sciences/Social problems,Age discrimination
"Politics, law and economics/Equipment and facilities",Laboratory equipment
Culture/Art,Painters
Social and human sciences/Human settlements and land use,Sacred sites
Social and human sciences/Population,Age groups
"Politics, law and economics/Materials and products",Copper
Culture/Languages,Nepali
"Politics, law and economics/Organization and management",Problem solving
Information and communication/Information sources,Bibliographic databases
Social and human sciences/Social policy and welfare,Social services
Countries and country groupings/Africa,Cabo Verde
Information and communication/Documentary information systems,Law libraries
Culture/History,American history
"Politics, law and economics/Economics",Standard of living
Culture/Literature,Contemporary literature
Social and human sciences/Social problems,Juvenile delinquency
"Politics, law and economics/Organization and management",Decision making
Education/Teaching and training,Student projects
Culture/Cultural policy and planning,Cultural legislation
"Politics, law and economics/International relations",East West relations
Countries and country groupings/Asia and the Pacific,Thailand
Culture/Languages,Czech
Culture/Languages,Kirghiz
"Politics, law and economics/Economics",National income
Countries and country groupings/Asia and the Pacific,Vanuatu
Science/Earth sciences,Rocks
Education/Educational facilities,Open educational resources
"Politics, law and economics/Manufacturing and transport engineering",Electronic engineering
Culture/Leisure,Clubs
Education/Basic and general study subjects,Peace education
Culture/Art,Commercial art
Information and communication/Information sciences,ISSN
"Politics, law and economics/Materials and products",Herbicides
Social and human sciences/Human settlements and land use,New towns
Culture/Visual arts,Photography
Science/Geography and oceanography,Geographical exploration
