category,altLabel
Culture/Visual arts,Art photography
Culture/Visual arts,Photographic art
Science/Chemical sciences,
Education/Basic and general study subjects,Athletics education
Science/Geography and oceanography,
Science/Physical sciences,
Science/Physical sciences,
Science/Physical sciences,Physical sciences
Science/Biology,
Countries and country groupings/Asia and the Pacific,
Culture/Visual arts,
Countries and country groupings/Europe,
"Politics, law and economics/Politics and government",Political ideologies
"Politics, law and economics/Politics and government",
"Politics, law and economics/Politics and government",
"Politics, law and economics/Politics and government",
"Politics, law and economics/Politics and government",Political regimes
"Politics, law and economics/Politics and government",Political structures
"Science/Pollution, disasters and safety",Contaminants
Social and human sciences/Population,
Social and human sciences/Population,Demographic trends
Social and human sciences/Population,Population change
Social and human sciences/Population,Population legislation
Countries and country groupings/Europe,
Countries and country groupings/Linguistic groupings,
Countries and country groupings/Linguistic groupings,
Information and communication/Information industry,
Information and communication/Information industry,Typography
Information and communication/Information technology (hardware),Printing machines
"Politics, law and economics/Organization and management",Project monitoring
Science/Pathology,Medical psychology
Culture/Linguistics,Neurolinguistics
Social and human sciences/Psychology,Individual psychology
"Politics, law and economics/Legal systems",
Information and communication/Information industry,
Countries and country groupings/Americas and the Caribbean,
Countries and country groupings/Asia and the Pacific,
Information and communication/Information sources,
Information and communication/Documentary information processing,Records administration
Information and communication/Documentary information processing,Records creation
Information and communication/Documentary information processing,Records disposal
Information and communication/Documentary information processing,Records disposition
Information and communication/Documentary information processing,Records elimination
Information and communication/Documentary information processing,Records maintenance
Culture/Leisure,Recreational centres
Social and human sciences/Human settlements and land use,
Science/Physical sciences,
Culture/Religion,
Culture/Religion,Belief systems
Culture/Religion,Religious systems
Culture/Religion,
Culture/Religion,Cathedrals
Culture/Religion,Convents
Culture/Religion,Monasteries
Culture/Religion,
Culture/History,
Culture/Religion,
Information and communication/Information technology (software),Document reproduction
Information and communication/Information technology (software),Photocopying
